,dataset,model,method,score
84,wmt19_deen,llama,MonteCarloSequenceEntropy,0.3542103838881167
85,wmt19_deen,llama,MonteCarloNormalizedSequenceEntropy,0.44271473398739936
86,wmt19_deen,llama,SemanticEntropy,0.38213977866154336
87,wmt19_deen,llama,DegMat_NLI_score_entail,0.36131295189666784
88,wmt19_deen,llama,EigValLaplacian_NLI_score_entail,0.2800121930468592
89,wmt19_deen,llama,SAR_t0.001,0.5198218796332853
90,wmt19_deen,llama,PTrueMbrSample,0.09051951025254981
91,wmt19_deen,llama,MbrAveDissimilarity,0.4396740178877353
92,wmt19_deen,llama,MbrSampledMaximumSequenceProbability,0.4634831466608088
93,wmt19_deen,llama,MbrSemanticEnrichedMaxprobAveDissimilarity,0.5898862360801621
94,wmt19_deen,llama,MbrSampledPerplexity,0.46039976670707533
95,wmt19_deen,llama,MbrSemanticEnrichedPPLAveDissimilarity,0.5795668143387894
96,wmt19_deen,llama,MbrSampledMeanTokenEntropy,0.5087202589259636
97,wmt19_deen,llama,MbrSemanticEnrichedMTEAveDissimilarity,0.5605298858151425
98,triviaqa,mistral,MonteCarloSequenceEntropy,0.5146667334994838
99,triviaqa,mistral,MonteCarloNormalizedSequenceEntropy,0.5524332884391132
100,triviaqa,mistral,SemanticEntropy,0.580338036762935
101,triviaqa,mistral,DegMat_NLI_score_entail,0.6728076158699419
102,triviaqa,mistral,EigValLaplacian_NLI_score_entail,0.6543961791496294
103,triviaqa,mistral,SAR_t0.001,0.6583162057919935
104,triviaqa,mistral,PTrueMbrSample,-0.08377036956092501
105,triviaqa,mistral,MbrAveDissimilarity,0.6586200981257051
106,triviaqa,mistral,MbrSampledMaximumSequenceProbability,0.3462612429962717
107,triviaqa,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.5973695094837588
108,triviaqa,mistral,MbrSampledPerplexity,0.35838504194573034
109,triviaqa,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.6124496313668634
110,triviaqa,mistral,MbrSampledMeanTokenEntropy,0.5983628404596422
111,triviaqa,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.6799140305272281
112,coqa,mistral,MonteCarloSequenceEntropy,0.24485847747825443
113,coqa,mistral,MonteCarloNormalizedSequenceEntropy,0.25614563649016314
114,coqa,mistral,SemanticEntropy,0.27219236465512126
115,coqa,mistral,DegMat_NLI_score_entail,0.3582375730488802
116,coqa,mistral,EigValLaplacian_NLI_score_entail,0.3338480499722723
117,coqa,mistral,SAR_t0.001,0.33390820050965014
118,coqa,mistral,PTrueMbrSample,-0.05571652696955892
119,coqa,mistral,MbrAveDissimilarity,0.3545373937235055
120,coqa,mistral,MbrSampledMaximumSequenceProbability,0.21558560814899236
121,coqa,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.3358091426035226
122,coqa,mistral,MbrSampledPerplexity,0.18563240290289282
123,coqa,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.322468996426065
124,coqa,mistral,MbrSampledMeanTokenEntropy,0.2341591988017413
125,coqa,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.337418025473071
126,mmlu,mistral,MonteCarloSequenceEntropy,0.3852559322512318
127,mmlu,mistral,MonteCarloNormalizedSequenceEntropy,0.40610520866906386
128,mmlu,mistral,SemanticEntropy,0.438559154226418
129,mmlu,mistral,DegMat_NLI_score_entail,0.46134793877286345
130,mmlu,mistral,EigValLaplacian_NLI_score_entail,0.4432219860271131
131,mmlu,mistral,SAR_t0.001,0.47825592482742296
132,mmlu,mistral,PTrueMbrSample,0.04704464350921614
133,mmlu,mistral,MbrAveDissimilarity,0.4578603961415429
134,mmlu,mistral,MbrSampledMaximumSequenceProbability,0.5137161719992499
135,mmlu,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.513687453531323
136,mmlu,mistral,MbrSampledPerplexity,0.5135936079955933
137,mmlu,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.5137119620287901
138,mmlu,mistral,MbrSampledMeanTokenEntropy,0.5081861436499052
139,mmlu,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.4938644442355287
140,gsm8k,mistral,MonteCarloSequenceEntropy,0.7505566164169314
141,gsm8k,mistral,MonteCarloNormalizedSequenceEntropy,0.5477407228791901
142,gsm8k,mistral,SemanticEntropy,0.7353755322767206
143,gsm8k,mistral,DegMat_NLI_score_entail,0.3915224239612779
144,gsm8k,mistral,EigValLaplacian_NLI_score_entail,0.3178229722756659
145,gsm8k,mistral,SAR_t0.001,0.6561295802902107
146,gsm8k,mistral,PTrueMbrSample,-0.08414623629898096
147,gsm8k,mistral,MbrAveDissimilarity,0.6027181060351873
148,gsm8k,mistral,MbrSampledMaximumSequenceProbability,0.7110704066039886
149,gsm8k,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.765962797026922
150,gsm8k,mistral,MbrSampledPerplexity,0.671557658806257
151,gsm8k,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.7675020078029685
152,gsm8k,mistral,MbrSampledMeanTokenEntropy,0.7174776869968358
153,gsm8k,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.7832417210307869
154,xsum,mistral,MonteCarloSequenceEntropy,0.12334283675603909
155,xsum,mistral,MonteCarloNormalizedSequenceEntropy,0.10482645031293428
156,xsum,mistral,SemanticEntropy,0.12704748769099689
157,xsum,mistral,DegMat_NLI_score_entail,0.24408237344957637
158,xsum,mistral,EigValLaplacian_NLI_score_entail,0.2425673578861824
159,xsum,mistral,SAR_t0.001,0.20426993060671028
160,xsum,mistral,PTrueMbrSample,0.07944391230756362
161,xsum,mistral,MbrAveDissimilarity,0.21061001722337405
162,xsum,mistral,MbrSampledMaximumSequenceProbability,0.25870599756194207
163,xsum,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.2949117554963232
164,xsum,mistral,MbrSampledPerplexity,0.20545283351071503
165,xsum,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.2580666201461867
166,xsum,mistral,MbrSampledMeanTokenEntropy,0.15607891571701724
167,xsum,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.2355673506387677
168,wmt14_fren,mistral,MonteCarloSequenceEntropy,0.2967329742779275
169,wmt14_fren,mistral,MonteCarloNormalizedSequenceEntropy,0.3854462782723902
170,wmt14_fren,mistral,SemanticEntropy,0.3097659007831509
171,wmt14_fren,mistral,DegMat_NLI_score_entail,0.2802156765902208
172,wmt14_fren,mistral,EigValLaplacian_NLI_score_entail,0.23837554532125704
173,wmt14_fren,mistral,SAR_t0.001,0.39181762863399594
174,wmt14_fren,mistral,PTrueMbrSample,0.14247961986778765
175,wmt14_fren,mistral,MbrAveDissimilarity,0.2967287881342547
176,wmt14_fren,mistral,MbrSampledMaximumSequenceProbability,0.38071429694703784
177,wmt14_fren,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.44074491186791565
178,wmt14_fren,mistral,MbrSampledPerplexity,0.3914696176392413
179,wmt14_fren,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.45087129765034795
180,wmt14_fren,mistral,MbrSampledMeanTokenEntropy,0.442601807208822
181,wmt14_fren,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.41891821455651496
182,wmt19_deen,mistral,MonteCarloSequenceEntropy,0.3630275600951161
183,wmt19_deen,mistral,MonteCarloNormalizedSequenceEntropy,0.4851983452987385
184,wmt19_deen,mistral,SemanticEntropy,0.39507738102831963
185,wmt19_deen,mistral,DegMat_NLI_score_entail,0.3645243714311296
186,wmt19_deen,mistral,EigValLaplacian_NLI_score_entail,0.3187104069627207
187,wmt19_deen,mistral,SAR_t0.001,0.5031865641932097
188,wmt19_deen,mistral,PTrueMbrSample,0.08366303837951823
189,wmt19_deen,mistral,MbrAveDissimilarity,0.43672829943305047
190,wmt19_deen,mistral,MbrSampledMaximumSequenceProbability,0.48567875816656425
191,wmt19_deen,mistral,MbrSemanticEnrichedMaxprobAveDissimilarity,0.5888604409728594
192,wmt19_deen,mistral,MbrSampledPerplexity,0.5130504732357225
193,wmt19_deen,mistral,MbrSemanticEnrichedPPLAveDissimilarity,0.5767454265742804
194,wmt19_deen,mistral,MbrSampledMeanTokenEntropy,0.5499967491178456
195,wmt19_deen,mistral,MbrSemanticEnrichedMTEAveDissimilarity,0.5529096911464298
196,triviaqa,falcon,MonteCarloSequenceEntropy,0.5602708529375874
197,triviaqa,falcon,MonteCarloNormalizedSequenceEntropy,0.6048218025292649
198,triviaqa,falcon,SemanticEntropy,0.5939403122680238
199,triviaqa,falcon,DegMat_NLI_score_entail,0.6723421499292489
200,triviaqa,falcon,EigValLaplacian_NLI_score_entail,0.6600403042798809
201,triviaqa,falcon,SAR_t0.001,0.6639265969136414
202,triviaqa,falcon,PTrueMbrSample,0.2787462915006053
203,triviaqa,falcon,MbrAveDissimilarity,0.6645209639988651
204,triviaqa,falcon,MbrSampledMaximumSequenceProbability,0.45799658795730314
205,triviaqa,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.6165831396681364
206,triviaqa,falcon,MbrSampledPerplexity,0.43921976634466225
207,triviaqa,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.6238767669419647
208,triviaqa,falcon,MbrSampledMeanTokenEntropy,0.5884935921628377
209,triviaqa,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.6658440523955974
210,coqa,falcon,MonteCarloSequenceEntropy,0.27375942584454677
211,coqa,falcon,MonteCarloNormalizedSequenceEntropy,0.3059338325859967
212,coqa,falcon,SemanticEntropy,0.30353848543305545
213,coqa,falcon,DegMat_NLI_score_entail,0.39225420309820486
214,coqa,falcon,EigValLaplacian_NLI_score_entail,0.36464659310402864
215,coqa,falcon,SAR_t0.001,0.3704839202125977
216,coqa,falcon,PTrueMbrSample,0.01601497563650332
217,coqa,falcon,MbrAveDissimilarity,0.37580635015043085
218,coqa,falcon,MbrSampledMaximumSequenceProbability,0.21329207565692948
219,coqa,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.3362822018221951
220,coqa,falcon,MbrSampledPerplexity,0.20050226444560063
221,coqa,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.3449214623173186
222,coqa,falcon,MbrSampledMeanTokenEntropy,0.2898362118553714
223,coqa,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.3733442830910148
224,mmlu,falcon,MonteCarloSequenceEntropy,0.45528538579528727
225,mmlu,falcon,MonteCarloNormalizedSequenceEntropy,0.4787259824005566
226,mmlu,falcon,SemanticEntropy,0.4971353540486964
227,mmlu,falcon,DegMat_NLI_score_entail,0.5162429355947044
228,mmlu,falcon,EigValLaplacian_NLI_score_entail,0.47646148836008295
229,mmlu,falcon,SAR_t0.001,0.5525123057638075
230,mmlu,falcon,PTrueMbrSample,0.061493605102685006
231,mmlu,falcon,MbrAveDissimilarity,0.5228899616068876
232,mmlu,falcon,MbrSampledMaximumSequenceProbability,0.5830423623483167
233,mmlu,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.5748157316795621
234,mmlu,falcon,MbrSampledPerplexity,0.5830409877506781
235,mmlu,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.5754535376005224
236,mmlu,falcon,MbrSampledMeanTokenEntropy,0.565339560342848
237,mmlu,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.5573079895788658
238,gsm8k,falcon,MonteCarloSequenceEntropy,0.4603999984650605
239,gsm8k,falcon,MonteCarloNormalizedSequenceEntropy,0.3955605235039148
240,gsm8k,falcon,SemanticEntropy,0.437928560074216
241,gsm8k,falcon,DegMat_NLI_score_entail,0.415474435695535
242,gsm8k,falcon,EigValLaplacian_NLI_score_entail,0.33859656016183004
243,gsm8k,falcon,SAR_t0.001,0.535721359432585
244,gsm8k,falcon,PTrueMbrSample,0.2841104206680322
245,gsm8k,falcon,MbrAveDissimilarity,0.5881981565126694
246,gsm8k,falcon,MbrSampledMaximumSequenceProbability,0.3668269899642216
247,gsm8k,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.47154036925989595
248,gsm8k,falcon,MbrSampledPerplexity,0.5560752534924124
249,gsm8k,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.6618440956537923
250,gsm8k,falcon,MbrSampledMeanTokenEntropy,0.5170283261870517
251,gsm8k,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.6500719629195899
252,xsum,falcon,MonteCarloSequenceEntropy,0.18778088571587753
253,xsum,falcon,MonteCarloNormalizedSequenceEntropy,0.1263698637234068
254,xsum,falcon,SemanticEntropy,0.1919141212336911
255,xsum,falcon,DegMat_NLI_score_entail,0.24562575097041242
256,xsum,falcon,EigValLaplacian_NLI_score_entail,0.23843943295093556
257,xsum,falcon,SAR_t0.001,0.1836311339560291
258,xsum,falcon,PTrueMbrSample,-0.12370621134886929
259,xsum,falcon,MbrAveDissimilarity,0.2349895998331545
260,xsum,falcon,MbrSampledMaximumSequenceProbability,0.18693713339921816
261,xsum,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.24792169820155976
262,xsum,falcon,MbrSampledPerplexity,0.17747307891465308
263,xsum,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.24204414840402014
264,xsum,falcon,MbrSampledMeanTokenEntropy,0.15937499333911834
265,xsum,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.23749367502122642
266,wmt14_fren,falcon,MonteCarloSequenceEntropy,0.3305500274494548
267,wmt14_fren,falcon,MonteCarloNormalizedSequenceEntropy,0.38678867591097704
268,wmt14_fren,falcon,SemanticEntropy,0.33195561260450407
269,wmt14_fren,falcon,DegMat_NLI_score_entail,0.27119174338890856
270,wmt14_fren,falcon,EigValLaplacian_NLI_score_entail,0.22009899387438817
271,wmt14_fren,falcon,SAR_t0.001,0.41245450012817625
272,wmt14_fren,falcon,PTrueMbrSample,0.1941195481281768
273,wmt14_fren,falcon,MbrAveDissimilarity,0.3225245967717238
274,wmt14_fren,falcon,MbrSampledMaximumSequenceProbability,0.35491286488837087
275,wmt14_fren,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.46119746079359386
276,wmt14_fren,falcon,MbrSampledPerplexity,0.37124699968054836
277,wmt14_fren,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.46172609360671196
278,wmt14_fren,falcon,MbrSampledMeanTokenEntropy,0.461692189283683
279,wmt14_fren,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.4537153694672034
280,wmt19_deen,falcon,MonteCarloSequenceEntropy,0.362053552886371
281,wmt19_deen,falcon,MonteCarloNormalizedSequenceEntropy,0.49368928669922924
282,wmt19_deen,falcon,SemanticEntropy,0.4143774277931694
283,wmt19_deen,falcon,DegMat_NLI_score_entail,0.47040873276404693
284,wmt19_deen,falcon,EigValLaplacian_NLI_score_entail,0.4318811310660897
285,wmt19_deen,falcon,SAR_t0.001,0.5434830139740524
286,wmt19_deen,falcon,PTrueMbrSample,0.16141617073034178
287,wmt19_deen,falcon,MbrAveDissimilarity,0.49756492126570195
288,wmt19_deen,falcon,MbrSampledMaximumSequenceProbability,0.3980071620583251
289,wmt19_deen,falcon,MbrSemanticEnrichedMaxprobAveDissimilarity,0.590205278678238
290,wmt19_deen,falcon,MbrSampledPerplexity,0.5037581725309249
291,wmt19_deen,falcon,MbrSemanticEnrichedPPLAveDissimilarity,0.6130536969392822
292,wmt19_deen,falcon,MbrSampledMeanTokenEntropy,0.579628635226797
293,wmt19_deen,falcon,MbrSemanticEnrichedMTEAveDissimilarity,0.5996676753016122
