,dataset,model,method,score
64,gsm8k,llama,GreedySemanticEnrichedMaxprobAveDissimilarity,0.3721865405131237
65,gsm8k,llama,SupervisedCocoaMSP,0.352794229935826
66,gsm8k,llama,Perplexity,0.3026300309614496
67,gsm8k,llama,GreedySemanticEnrichedPPLAveDissimilarity,0.43330494815856996
68,gsm8k,llama,SupervisedCocoaPPL,0.39818214952866277
69,gsm8k,llama,MeanTokenEntropy,0.3260930988489817
70,gsm8k,llama,GreedySemanticEnrichedMTEAveDissimilarity,0.4466210557573506
71,gsm8k,llama,SupervisedCocoaMTE,0.4117247935046054
72,xsum,llama,MonteCarloSequenceEntropy,0.032569663455858364
73,xsum,llama,MonteCarloNormalizedSequenceEntropy,0.02150294008509559
74,xsum,llama,SemanticEntropy,0.033339246426515624
75,xsum,llama,DegMat_NLI_score_entail,0.08070327298969135
76,xsum,llama,EigValLaplacian_NLI_score_entail,0.0786948681183558
77,xsum,llama,SAR_t0.001,0.0773557910767715
78,xsum,llama,PTrue,0.057639653364419376
79,xsum,llama,GreedyAveDissimilarity,0.024133995826779817
80,xsum,llama,SupervisedCocoa,-0.02220539918545393
81,xsum,llama,MaximumSequenceProbability,0.32760317107107934
82,xsum,llama,GreedySemanticEnrichedMaxprobAveDissimilarity,0.37750094390338634
83,xsum,llama,SupervisedCocoaMSP,0.3582370569582534
84,xsum,llama,Perplexity,0.36913725304182027
85,xsum,llama,GreedySemanticEnrichedPPLAveDissimilarity,0.38654022595603366
86,xsum,llama,SupervisedCocoaPPL,0.38189458767219264
87,xsum,llama,MeanTokenEntropy,0.35693037684130396
88,xsum,llama,GreedySemanticEnrichedMTEAveDissimilarity,0.3803295393623771
89,xsum,llama,SupervisedCocoaMTE,0.37225931757788816
90,wmt14_fren,llama,MonteCarloSequenceEntropy,0.29298506152978027
91,wmt14_fren,llama,MonteCarloNormalizedSequenceEntropy,0.37039852977867843
92,wmt14_fren,llama,SemanticEntropy,0.296752426810772
93,wmt14_fren,llama,DegMat_NLI_score_entail,0.2500270201265204
94,wmt14_fren,llama,EigValLaplacian_NLI_score_entail,0.19793009688525476
95,wmt14_fren,llama,SAR_t0.001,0.42749177903753727
96,wmt14_fren,llama,PTrue,0.04747948738802073
97,wmt14_fren,llama,GreedyAveDissimilarity,0.388645637342271
98,wmt14_fren,llama,SupervisedCocoa,0.47532219983578683
99,wmt14_fren,llama,MaximumSequenceProbability,0.34155041354155113
100,wmt14_fren,llama,GreedySemanticEnrichedMaxprobAveDissimilarity,0.4564933403144961
101,wmt14_fren,llama,SupervisedCocoaMSP,0.44843209182514043
102,wmt14_fren,llama,Perplexity,0.3509315182374498
103,wmt14_fren,llama,GreedySemanticEnrichedPPLAveDissimilarity,0.4478943640264813
104,wmt14_fren,llama,SupervisedCocoaPPL,0.4829240137872046
105,wmt14_fren,llama,MeanTokenEntropy,0.35679828849079337
106,wmt14_fren,llama,GreedySemanticEnrichedMTEAveDissimilarity,0.44595760385211225
107,wmt14_fren,llama,SupervisedCocoaMTE,0.5006712443494117
108,wmt19_deen,llama,MonteCarloSequenceEntropy,0.3536909364014573
109,wmt19_deen,llama,MonteCarloNormalizedSequenceEntropy,0.41497345338413694
110,wmt19_deen,llama,SemanticEntropy,0.3887397086505268
111,wmt19_deen,llama,DegMat_NLI_score_entail,0.3546358747424558
112,wmt19_deen,llama,EigValLaplacian_NLI_score_entail,0.27790835741142006
113,wmt19_deen,llama,SAR_t0.001,0.4826752185318943
114,wmt19_deen,llama,PTrue,0.03664878993620677
115,wmt19_deen,llama,GreedyAveDissimilarity,0.4532972774573386
116,wmt19_deen,llama,SupervisedCocoa,0.4406972333070523
117,wmt19_deen,llama,MaximumSequenceProbability,0.4563572058477553
118,wmt19_deen,llama,GreedySemanticEnrichedMaxprobAveDissimilarity,0.5821537403048325
119,wmt19_deen,llama,SupervisedCocoaMSP,0.5561780637437833
120,wmt19_deen,llama,Perplexity,0.42182069336762074
121,wmt19_deen,llama,GreedySemanticEnrichedPPLAveDissimilarity,0.5142753219794035
122,wmt19_deen,llama,SupervisedCocoaPPL,0.4913820689112936
123,wmt19_deen,llama,MeanTokenEntropy,0.407758068525727
124,wmt19_deen,llama,GreedySemanticEnrichedMTEAveDissimilarity,0.5105508221899663
125,wmt19_deen,llama,SupervisedCocoaMTE,0.4869874346327231
126,triviaqa,mistral,MonteCarloSequenceEntropy,0.4960794904912096
127,triviaqa,mistral,MonteCarloNormalizedSequenceEntropy,0.5395609951563913
128,triviaqa,mistral,SemanticEntropy,0.5618308340515669
129,triviaqa,mistral,DegMat_NLI_score_entail,0.6459859024570236
130,triviaqa,mistral,EigValLaplacian_NLI_score_entail,0.6244651601962976
131,triviaqa,mistral,SAR_t0.001,0.643790517250857
132,triviaqa,mistral,PTrue,-0.12816988518908284
133,triviaqa,mistral,GreedyAveDissimilarity,0.6472659202385866
134,triviaqa,mistral,SupervisedCocoa,0.5965977729000115
135,triviaqa,mistral,MaximumSequenceProbability,0.6276738227679753
136,triviaqa,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.6702176767660308
137,triviaqa,mistral,SupervisedCocoaMSP,0.6736187069677353
138,triviaqa,mistral,Perplexity,0.6319737027011394
139,triviaqa,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.6735034974762952
140,triviaqa,mistral,SupervisedCocoaPPL,0.6837212577609009
141,triviaqa,mistral,MeanTokenEntropy,0.6191583405983132
142,triviaqa,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.6725414990831052
143,triviaqa,mistral,SupervisedCocoaMTE,0.6718582122202967
144,coqa,mistral,MonteCarloSequenceEntropy,0.2474689475051437
145,coqa,mistral,MonteCarloNormalizedSequenceEntropy,0.23814324778936707
146,coqa,mistral,SemanticEntropy,0.27109524155497783
147,coqa,mistral,DegMat_NLI_score_entail,0.3357839209082347
148,coqa,mistral,EigValLaplacian_NLI_score_entail,0.30112596868252034
149,coqa,mistral,SAR_t0.001,0.3126647694735758
150,coqa,mistral,PTrue,-0.060553690785764155
151,coqa,mistral,GreedyAveDissimilarity,0.37903271557154206
152,coqa,mistral,SupervisedCocoa,0.3063636141798865
153,coqa,mistral,MaximumSequenceProbability,0.32623183470796213
154,coqa,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.38339698880523476
155,coqa,mistral,SupervisedCocoaMSP,0.3508404770312933
156,coqa,mistral,Perplexity,0.2809562238167962
157,coqa,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.36906557669016515
158,coqa,mistral,SupervisedCocoaPPL,0.3256739809997101
159,coqa,mistral,MeanTokenEntropy,0.24303368220198251
160,coqa,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.35469216747977367
161,coqa,mistral,SupervisedCocoaMTE,0.3027908704174886
162,mmlu,mistral,MonteCarloSequenceEntropy,0.33708132789790024
163,mmlu,mistral,MonteCarloNormalizedSequenceEntropy,0.35614584991709725
164,mmlu,mistral,SemanticEntropy,0.3870145715577222
165,mmlu,mistral,DegMat_NLI_score_entail,0.4098130523778535
166,mmlu,mistral,EigValLaplacian_NLI_score_entail,0.3983928068299099
167,mmlu,mistral,SAR_t0.001,0.41903343039077456
168,mmlu,mistral,PTrue,0.06786608027851725
169,mmlu,mistral,GreedyAveDissimilarity,0.4229537152898594
170,mmlu,mistral,SupervisedCocoa,0.43217997694368554
171,mmlu,mistral,MaximumSequenceProbability,0.4735834541879167
172,mmlu,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.4656198630736919
173,mmlu,mistral,SupervisedCocoaMSP,0.4804345511890274
174,mmlu,mistral,Perplexity,0.4735834541879167
175,mmlu,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.4656198630736919
176,mmlu,mistral,SupervisedCocoaPPL,0.4804345511890274
177,mmlu,mistral,MeanTokenEntropy,0.4563352339991362
178,mmlu,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.44748720385805535
179,mmlu,mistral,SupervisedCocoaMTE,0.46531766449845646
180,gsm8k,mistral,MonteCarloSequenceEntropy,0.47483592137734854
181,gsm8k,mistral,MonteCarloNormalizedSequenceEntropy,0.4010244525802164
182,gsm8k,mistral,SemanticEntropy,0.4721820697165855
183,gsm8k,mistral,DegMat_NLI_score_entail,0.29899296075863313
184,gsm8k,mistral,EigValLaplacian_NLI_score_entail,0.24105996221755446
185,gsm8k,mistral,SAR_t0.001,0.4714125282727277
186,gsm8k,mistral,PTrue,0.004601392661754922
187,gsm8k,mistral,GreedyAveDissimilarity,0.43511442409436857
188,gsm8k,mistral,SupervisedCocoa,0.44081619415009093
189,gsm8k,mistral,MaximumSequenceProbability,0.4706701861348743
190,gsm8k,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.5166326772104509
191,gsm8k,mistral,SupervisedCocoaMSP,0.5061242132827136
192,gsm8k,mistral,Perplexity,0.3110690841789045
193,gsm8k,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.4674820983561095
194,gsm8k,mistral,SupervisedCocoaPPL,0.4275787094860417
195,gsm8k,mistral,MeanTokenEntropy,0.3499855254476119
196,gsm8k,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.4914095206396902
197,gsm8k,mistral,SupervisedCocoaMTE,0.45838597507715706
198,xsum,mistral,MonteCarloSequenceEntropy,0.006538776275422842
199,xsum,mistral,MonteCarloNormalizedSequenceEntropy,0.008629662155692028
200,xsum,mistral,SemanticEntropy,0.007852532286362592
201,xsum,mistral,DegMat_NLI_score_entail,0.13669831097892146
202,xsum,mistral,EigValLaplacian_NLI_score_entail,0.1322164462187218
203,xsum,mistral,SAR_t0.001,0.09436850849675867
204,xsum,mistral,PTrue,0.17918048263798642
205,xsum,mistral,GreedyAveDissimilarity,0.05149686083165131
206,xsum,mistral,SupervisedCocoa,-0.006206321469348492
207,xsum,mistral,MaximumSequenceProbability,0.2874774634608567
208,xsum,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.32970349489471595
209,xsum,mistral,SupervisedCocoaMSP,0.3090752381070215
210,xsum,mistral,Perplexity,0.2039504958235902
211,xsum,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.2855818210181386
212,xsum,mistral,SupervisedCocoaPPL,0.2604698642650979
213,xsum,mistral,MeanTokenEntropy,0.18195605936233109
214,xsum,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.2883065215030861
215,xsum,mistral,SupervisedCocoaMTE,0.2540331895294467
216,wmt14_fren,mistral,MonteCarloSequenceEntropy,0.2574767078589637
217,wmt14_fren,mistral,MonteCarloNormalizedSequenceEntropy,0.34209078191569536
218,wmt14_fren,mistral,SemanticEntropy,0.2714520457865028
219,wmt14_fren,mistral,DegMat_NLI_score_entail,0.22873428789115527
220,wmt14_fren,mistral,EigValLaplacian_NLI_score_entail,0.20652531448260864
221,wmt14_fren,mistral,SAR_t0.001,0.3525895126353629
222,wmt14_fren,mistral,PTrue,0.11791151071638366
223,wmt14_fren,mistral,GreedyAveDissimilarity,0.284566935883614
224,wmt14_fren,mistral,SupervisedCocoa,0.31743672769272646
225,wmt14_fren,mistral,MaximumSequenceProbability,0.31491293830899286
226,wmt14_fren,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.39625378325006566
227,wmt14_fren,mistral,SupervisedCocoaMSP,0.38007100652508874
228,wmt14_fren,mistral,Perplexity,0.36509041308708134
229,wmt14_fren,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.37521103093346986
230,wmt14_fren,mistral,SupervisedCocoaPPL,0.40366370579282224
231,wmt14_fren,mistral,MeanTokenEntropy,0.39150414128999106
232,wmt14_fren,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.3738967600343114
233,wmt14_fren,mistral,SupervisedCocoaMTE,0.4146008869922182
234,wmt19_deen,mistral,MonteCarloSequenceEntropy,0.3502890437880013
235,wmt19_deen,mistral,MonteCarloNormalizedSequenceEntropy,0.4778215975985895
236,wmt19_deen,mistral,SemanticEntropy,0.3822818403015044
237,wmt19_deen,mistral,DegMat_NLI_score_entail,0.38195360631069775
238,wmt19_deen,mistral,EigValLaplacian_NLI_score_entail,0.32825952546639475
239,wmt19_deen,mistral,SAR_t0.001,0.5169531144219748
240,wmt19_deen,mistral,PTrue,0.03283773423258528
241,wmt19_deen,mistral,GreedyAveDissimilarity,0.5002282101546153
242,wmt19_deen,mistral,SupervisedCocoa,0.4567567940678474
243,wmt19_deen,mistral,MaximumSequenceProbability,0.4508262648135338
244,wmt19_deen,mistral,GreedySemanticEnrichedMaxprobAveDissimilarity,0.5978208799900308
245,wmt19_deen,mistral,SupervisedCocoaMSP,0.5804172001221138
246,wmt19_deen,mistral,Perplexity,0.48897644061549733
247,wmt19_deen,mistral,GreedySemanticEnrichedPPLAveDissimilarity,0.5684276065550363
248,wmt19_deen,mistral,SupervisedCocoaPPL,0.5565384988825857
249,wmt19_deen,mistral,MeanTokenEntropy,0.4843080981000936
250,wmt19_deen,mistral,GreedySemanticEnrichedMTEAveDissimilarity,0.5643803248574406
251,wmt19_deen,mistral,SupervisedCocoaMTE,0.5503930911552055
252,triviaqa,falcon,MonteCarloSequenceEntropy,0.5493876319783229
253,triviaqa,falcon,MonteCarloNormalizedSequenceEntropy,0.5862442329079619
254,triviaqa,falcon,SemanticEntropy,0.5814616708163002
255,triviaqa,falcon,DegMat_NLI_score_entail,0.6508645562787425
256,triviaqa,falcon,EigValLaplacian_NLI_score_entail,0.6446655199756269
257,triviaqa,falcon,SAR_t0.001,0.6492463778413073
258,triviaqa,falcon,PTrue,0.2752988790946952
259,triviaqa,falcon,GreedyAveDissimilarity,0.6561789579487083
260,triviaqa,falcon,SupervisedCocoa,0.6568996363771755
261,triviaqa,falcon,MaximumSequenceProbability,0.6622086201615766
262,triviaqa,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.6843725529152553
263,triviaqa,falcon,SupervisedCocoaMSP,0.6908295926348247
264,triviaqa,falcon,Perplexity,0.6437691044696843
265,triviaqa,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.67697706897523
266,triviaqa,falcon,SupervisedCocoaPPL,0.6935023704476201
267,triviaqa,falcon,MeanTokenEntropy,0.6334885258560428
268,triviaqa,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.684523865015414
269,triviaqa,falcon,SupervisedCocoaMTE,0.6927661450223532
270,coqa,falcon,MonteCarloSequenceEntropy,0.25841066307352806
271,coqa,falcon,MonteCarloNormalizedSequenceEntropy,0.29291226428531125
272,coqa,falcon,SemanticEntropy,0.2942683963305094
273,coqa,falcon,DegMat_NLI_score_entail,0.4069429813734986
274,coqa,falcon,EigValLaplacian_NLI_score_entail,0.38110537159011404
275,coqa,falcon,SAR_t0.001,0.38147425183800865
276,coqa,falcon,PTrue,0.03631760415254263
277,coqa,falcon,GreedyAveDissimilarity,0.4084985851550949
278,coqa,falcon,SupervisedCocoa,0.32663526559505385
279,coqa,falcon,MaximumSequenceProbability,0.32091858220344827
280,coqa,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.3963192976162198
281,coqa,falcon,SupervisedCocoaMSP,0.3485613703882667
282,coqa,falcon,Perplexity,0.31616893271266344
283,coqa,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.4057995700130538
284,coqa,falcon,SupervisedCocoaPPL,0.3636751198338218
285,coqa,falcon,MeanTokenEntropy,0.29062694604968214
286,coqa,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.3954712828421119
287,coqa,falcon,SupervisedCocoaMTE,0.3447557104303113
288,mmlu,falcon,MonteCarloSequenceEntropy,0.4204314524502287
289,mmlu,falcon,MonteCarloNormalizedSequenceEntropy,0.44232609332904416
290,mmlu,falcon,SemanticEntropy,0.4630270778025674
291,mmlu,falcon,DegMat_NLI_score_entail,0.4798135569547779
292,mmlu,falcon,EigValLaplacian_NLI_score_entail,0.45390865090212634
293,mmlu,falcon,SAR_t0.001,0.5083816699458851
294,mmlu,falcon,PTrue,0.026601139062923718
295,mmlu,falcon,GreedyAveDissimilarity,0.48493105434436035
296,mmlu,falcon,SupervisedCocoa,0.3624533300437654
297,mmlu,falcon,MaximumSequenceProbability,0.5391511331727759
298,mmlu,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.5293018484844721
299,mmlu,falcon,SupervisedCocoaMSP,0.5223112587151746
300,mmlu,falcon,Perplexity,0.5391511331727759
301,mmlu,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.5293018484844721
302,mmlu,falcon,SupervisedCocoaPPL,0.5223112587151746
303,mmlu,falcon,MeanTokenEntropy,0.5334979573152377
304,mmlu,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.5169825865754719
305,mmlu,falcon,SupervisedCocoaMTE,0.49060372109648864
306,gsm8k,falcon,MonteCarloSequenceEntropy,0.42732145767100865
307,gsm8k,falcon,MonteCarloNormalizedSequenceEntropy,0.29857364481006593
308,gsm8k,falcon,SemanticEntropy,0.4177311393506809
309,gsm8k,falcon,DegMat_NLI_score_entail,0.39526504984634175
310,gsm8k,falcon,EigValLaplacian_NLI_score_entail,0.3578398711116342
311,gsm8k,falcon,SAR_t0.001,0.3868538439916522
312,gsm8k,falcon,PTrue,0.13304749246148526
313,gsm8k,falcon,GreedyAveDissimilarity,0.4257977410946631
314,gsm8k,falcon,SupervisedCocoa,0.3625897996851373
315,gsm8k,falcon,MaximumSequenceProbability,0.3766628220002148
316,gsm8k,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.4357084246278705
317,gsm8k,falcon,SupervisedCocoaMSP,0.40523492336496864
318,gsm8k,falcon,Perplexity,0.3260746349309829
319,gsm8k,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.4780825148675883
320,gsm8k,falcon,SupervisedCocoaPPL,0.4682754416841234
321,gsm8k,falcon,MeanTokenEntropy,0.3665109624238364
322,gsm8k,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.5101434739633435
323,gsm8k,falcon,SupervisedCocoaMTE,0.5000913733436563
324,xsum,falcon,MonteCarloSequenceEntropy,0.1590417976936706
325,xsum,falcon,MonteCarloNormalizedSequenceEntropy,0.10821330545054192
326,xsum,falcon,SemanticEntropy,0.16408087397237325
327,xsum,falcon,DegMat_NLI_score_entail,0.2010248866311537
328,xsum,falcon,EigValLaplacian_NLI_score_entail,0.20091784702458693
329,xsum,falcon,SAR_t0.001,0.1439514201229052
330,xsum,falcon,PTrue,-0.15920721952168732
331,xsum,falcon,GreedyAveDissimilarity,0.22561865783153093
332,xsum,falcon,SupervisedCocoa,0.23217949614336333
333,xsum,falcon,MaximumSequenceProbability,0.201082746884326
334,xsum,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.25672067188742814
335,xsum,falcon,SupervisedCocoaMSP,0.24198683551235314
336,xsum,falcon,Perplexity,0.155327283869019
337,xsum,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.2294404242670089
338,xsum,falcon,SupervisedCocoaPPL,0.2342532156804579
339,xsum,falcon,MeanTokenEntropy,0.15154070995137908
340,xsum,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.2283033620234489
341,xsum,falcon,SupervisedCocoaMTE,0.23403002333701806
342,wmt14_fren,falcon,MonteCarloSequenceEntropy,0.29665221967095545
343,wmt14_fren,falcon,MonteCarloNormalizedSequenceEntropy,0.3709189779288334
344,wmt14_fren,falcon,SemanticEntropy,0.30694451837856196
345,wmt14_fren,falcon,DegMat_NLI_score_entail,0.2742212910886242
346,wmt14_fren,falcon,EigValLaplacian_NLI_score_entail,0.22917427675649407
347,wmt14_fren,falcon,SAR_t0.001,0.39848415251087
348,wmt14_fren,falcon,PTrue,0.17539125157579455
349,wmt14_fren,falcon,GreedyAveDissimilarity,0.3368114223620918
350,wmt14_fren,falcon,SupervisedCocoa,0.48271920208529207
351,wmt14_fren,falcon,MaximumSequenceProbability,0.31207150607807543
352,wmt14_fren,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.4329532377113429
353,wmt14_fren,falcon,SupervisedCocoaMSP,0.46271252414340747
354,wmt14_fren,falcon,Perplexity,0.37508991353365395
355,wmt14_fren,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.43628664796703304
356,wmt14_fren,falcon,SupervisedCocoaPPL,0.4969909684383331
357,wmt14_fren,falcon,MeanTokenEntropy,0.4086134458964059
358,wmt14_fren,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.43891565969074453
359,wmt14_fren,falcon,SupervisedCocoaMTE,0.5176676414853598
360,wmt19_deen,falcon,MonteCarloSequenceEntropy,0.33722421912444983
361,wmt19_deen,falcon,MonteCarloNormalizedSequenceEntropy,0.47373000126689074
362,wmt19_deen,falcon,SemanticEntropy,0.38922058260920744
363,wmt19_deen,falcon,DegMat_NLI_score_entail,0.43109174842808534
364,wmt19_deen,falcon,EigValLaplacian_NLI_score_entail,0.393866604384112
365,wmt19_deen,falcon,SAR_t0.001,0.5174215017017612
366,wmt19_deen,falcon,PTrue,0.13497999375334463
367,wmt19_deen,falcon,GreedyAveDissimilarity,0.49604870694328246
368,wmt19_deen,falcon,SupervisedCocoa,0.46845875013419225
369,wmt19_deen,falcon,MaximumSequenceProbability,0.4000162735006625
370,wmt19_deen,falcon,GreedySemanticEnrichedMaxprobAveDissimilarity,0.5777920746711143
371,wmt19_deen,falcon,SupervisedCocoaMSP,0.5660473238730891
372,wmt19_deen,falcon,Perplexity,0.5245366908884379
373,wmt19_deen,falcon,GreedySemanticEnrichedPPLAveDissimilarity,0.5796509251467993
374,wmt19_deen,falcon,SupervisedCocoaPPL,0.5584369261701825
375,wmt19_deen,falcon,MeanTokenEntropy,0.537014109387854
376,wmt19_deen,falcon,GreedySemanticEnrichedMTEAveDissimilarity,0.577134410578746
377,wmt19_deen,falcon,SupervisedCocoaMTE,0.5488053470819741
